No input file given, ALL IS LOST. ABANDON SHIP!!!!!!!!!!!!!!!!
Token List:
  >>  Ln:   1	Cl: 1		Type:  MP_PROGRAM		Lex:  program
                 MP_MINUS ->                                                                                                                                                                                        OptionalSign
                 MP_MINUS ==                                                                                                                                                                                           MP_MINUS
                 MP_FALSE ->                                                                                                                                                                                        Term
                 MP_FALSE ->                                                                                                                                                                                           Factor
                 MP_FALSE ==                                                                                                                                                                                              MP_FALSE
                    MP_DO ->                                                                                                                                                                                           FactorTail
                    MP_DO ->                                                                                                                                                                                        TermTail
                    MP_DO ==                                                                                                                                                                            MP_DO
                MP_SCOLON ->                                                                                                                                                                            Statement
                MP_SCOLON ->                                                                                                                                                                               EmptyStatement
                MP_SCOLON ->                                                                                                                                                                      StatementTail
                MP_SCOLON ==                                                                                                                                                                         MP_SCOLON
                   MP_END ->                                                                                                                                                                         Statement
                   MP_END ->                                                                                                                                                                            EmptyStatement
                   MP_END ->                                                                                                                                                                         StatementTail
                   MP_END ==                                                                                                                                                                   MP_END
                MP_SCOLON ==                                                                                                                                                          MP_SCOLON
                 MP_BEGIN ->                                                                                                                                                       ProcedureAndFunctionDeclarationPart
                 MP_BEGIN ->                                                                                                                                                    StatementPart
                 MP_BEGIN ->                                                                                                                                                       CompoundStatement
                 MP_BEGIN ==                                                                                                                                                          MP_BEGIN
                  MP_READ ->                                                                                                                                                          StatementSequence
                  MP_READ ->                                                                                                                                                             Statement
                  MP_READ ->                                                                                                                                                                ReadStatement
                  MP_READ ==                                                                                                                                                                   MP_READ
                MP_LPAREN ==                                                                                                                                                                   MP_LPAREN
            MP_IDENTIFIER ->                                                                                                                                                                   ReadParameter
            MP_IDENTIFIER ->                                                                                                                                                                      VariableIdentifier
            MP_IDENTIFIER ==                                                                                                                                                                         MP_IDENTIFIER
                 MP_COMMA ->                                                                                                                                                                   ReadParameterTail
                 MP_COMMA ==                                                                                                                                                                      MP_COMMA
            MP_IDENTIFIER ->                                                                                                                                                                      ReadParameter
            MP_IDENTIFIER ->                                                                                                                                                                         VariableIdentifier
            MP_IDENTIFIER ==                                                                                                                                                                            MP_IDENTIFIER
                 MP_COMMA ->                                                                                                                                                                      ReadParameterTail
                 MP_COMMA ==                                                                                                                                                                         MP_COMMA
            MP_IDENTIFIER ->                                                                                                                                                                         ReadParameter
            MP_IDENTIFIER ->                                                                                                                                                                            VariableIdentifier
            MP_IDENTIFIER ==                                                                                                                                                                               MP_IDENTIFIER
                 MP_COMMA ->                                                                                                                                                                         ReadParameterTail
                 MP_COMMA ==                                                                                                                                                                            MP_COMMA
            MP_IDENTIFIER ->                                                                                                                                                                            ReadParameter
            MP_IDENTIFIER ->                                                                                                                                                                               VariableIdentifier
            MP_IDENTIFIER ==                                                                                                                                                                                  MP_IDENTIFIER
                MP_RPAREN ->                                                                                                                                                                            ReadParameterTail
                MP_RPAREN ==                                                                                                                                                                   MP_RPAREN
                MP_SCOLON ->                                                                                                                                                             StatementTail
                MP_SCOLON ==                                                                                                                                                                MP_SCOLON
                MP_SCOLON ->                                                                                                                                                                Statement
                MP_SCOLON ->                                                                                                                                                                   EmptyStatement
                MP_SCOLON ->                                                                                                                                                                StatementTail
                MP_SCOLON ==                                                                                                                                                                   MP_SCOLON
                   MP_FOR ->                                                                                                                                                                   Statement
                   MP_FOR ->                                                                                                                                                                      ForStatement
                   MP_FOR ==                                                                                                                                                                         MP_FOR
            MP_IDENTIFIER ->                                                                                                                                                                         ControlVariable
            MP_IDENTIFIER ->                                                                                                                                                                            VariableIdentifier
            MP_IDENTIFIER ==                                                                                                                                                                               MP_IDENTIFIER
                MP_ASSIGN ==                                                                                                                                                                         MP_ASSIGN
           MP_INTEGER_LIT ->                                                                                                                                                                         InitialValue
           MP_INTEGER_LIT ->                                                                                                                                                                            OrdinalExpression
           MP_INTEGER_LIT ->                                                                                                                                                                               Expression
           MP_INTEGER_LIT ->                                                                                                                                                                                  SimpleExpression
           MP_INTEGER_LIT ->                                                                                                                                                                                     OptionalSign
           MP_INTEGER_LIT ->                                                                                                                                                                                     Term
           MP_INTEGER_LIT ->                                                                                                                                                                                        Factor
           MP_INTEGER_LIT ==                                                                                                                                                                                           MP_INTEGER_LIT
                    MP_TO ->                                                                                                                                                                                        FactorTail
                    MP_TO ->                                                                                                                                                                                     TermTail
                    MP_TO ->                                                                                                                                                                                  OptionalRelationalPart
                    MP_TO ->                                                                                                                                                                         StepValue
                    MP_TO ==                                                                                                                                                                            MP_TO
            MP_STRING_LIT ->                                                                                                                                                                         FinalValue
            MP_STRING_LIT ->                                                                                                                                                                            OrdinalExpression
            MP_STRING_LIT ->                                                                                                                                                                               Expression
            MP_STRING_LIT ->                                                                                                                                                                                  SimpleExpression
            MP_STRING_LIT ->                                                                                                                                                                                     OptionalSign
            MP_STRING_LIT ->                                                                                                                                                                                     Term
            MP_STRING_LIT ->                                                                                                                                                                                        Factor
            MP_STRING_LIT ==                                                                                                                                                                                           MP_STRING_LIT
                    MP_DO ->                                                                                                                                                                                        FactorTail
                    MP_DO ->                                                                                                                                                                                     TermTail
                    MP_DO ->                                                                                                                                                                                  OptionalRelationalPart
                    MP_DO ==                                                                                                                                                                         MP_DO
                   MP_END ->                                                                                                                                                                         Statement
                   MP_END ->                                                                                                                                                                            EmptyStatement
                   MP_END ->                                                                                                                                                                   StatementTail
                   MP_END ==                                                                                                                                                          MP_END
                MP_SCOLON ==                                                                                                                                                 MP_SCOLON
              MP_FUNCTION ->                                                                                                                                              ProcedureAndFunctionDeclarationPart
              MP_FUNCTION ->                                                                                                                                                 FunctionDeclaration
              MP_FUNCTION ->                                                                                                                                                    FunctionHeading
              MP_FUNCTION ==                                                                                                                                                       MP_FUNCTION
            MP_IDENTIFIER ->                                                                                                                                                       FunctionIdentifier
            MP_IDENTIFIER ==                                                                                                                                                          MP_IDENTIFIER
                 MP_COLON ->                                                                                                                                                       OptionalFormalParameterList
                 MP_COLON ==                                                                                                                                                       MP_COLON
                 MP_FLOAT ->                                                                                                                                                       Type
                 MP_FLOAT ==                                                                                                                                                          MP_FLOAT
                MP_SCOLON ==                                                                                                                                                    MP_SCOLON
                   MP_VAR ->                                                                                                                                                    Block
                   MP_VAR ->                                                                                                                                                       VariableDeclarationPart
                   MP_VAR ==                                                                                                                                                          MP_VAR
            MP_IDENTIFIER ->                                                                                                                                                          VariableDelcaration
            MP_IDENTIFIER ->                                                                                                                                                             IdentifierList
            MP_IDENTIFIER ==                                                                                                                                                                MP_IDENTIFIER
                 MP_COMMA ->                                                                                                                                                                IdentifierTail
                 MP_COMMA ==                                                                                                                                                                   MP_COMMA
            MP_IDENTIFIER ==                                                                                                                                                                   MP_IDENTIFIER
                 MP_COLON ->                                                                                                                                                                   IdentifierTail
                 MP_COLON ==                                                                                                                                                             MP_COLON
                 MP_FLOAT ->                                                                                                                                                             Type
                 MP_FLOAT ==                                                                                                                                                                MP_FLOAT
                MP_SCOLON ==                                                                                                                                                          MP_SCOLON
                 MP_BEGIN ->                                                                                                                                                          VariableDeclarationTail
                 MP_BEGIN ->                                                                                                                                                       ProcedureAndFunctionDeclarationPart
                 MP_BEGIN ->                                                                                                                                                       StatementPart
                 MP_BEGIN ->                                                                                                                                                          CompoundStatement
                 MP_BEGIN ==                                                                                                                                                             MP_BEGIN
                   MP_END ->                                                                                                                                                             StatementSequence
                   MP_END ->                                                                                                                                                                Statement
                   MP_END ->                                                                                                                                                                   EmptyStatement
                   MP_END ->                                                                                                                                                                StatementTail
                   MP_END ==                                                                                                                                                             MP_END
                MP_SCOLON ==                                                                                                                                                    MP_SCOLON
                 MP_BEGIN ->                                                                                                                                                 ProcedureAndFunctionDeclarationPart
                 MP_BEGIN ->                                                                                                                                     StatementPart
                 MP_BEGIN ->                                                                                                                                        CompoundStatement
                 MP_BEGIN ==                                                                                                                                           MP_BEGIN
                  MP_READ ->                                                                                                                                           StatementSequence
                  MP_READ ->                                                                                                                                              Statement
                  MP_READ ->                                                                                                                                                 ReadStatement
                  MP_READ ==                                                                                                                                                    MP_READ
                MP_LPAREN ==                                                                                                                                                    MP_LPAREN
            MP_IDENTIFIER ->                                                                                                                                                    ReadParameter
            MP_IDENTIFIER ->                                                                                                                                                       VariableIdentifier
            MP_IDENTIFIER ==                                                                                                                                                          MP_IDENTIFIER
                 MP_COMMA ->                                                                                                                                                    ReadParameterTail
                 MP_COMMA ==                                                                                                                                                       MP_COMMA
            MP_IDENTIFIER ->                                                                                                                                                       ReadParameter
            MP_IDENTIFIER ->                                                                                                                                                          VariableIdentifier
            MP_IDENTIFIER ==                                                                                                                                                             MP_IDENTIFIER
                MP_RPAREN ->                                                                                                                                                       ReadParameterTail
                MP_RPAREN ==                                                                                                                                                    MP_RPAREN
                   MP_END ->                                                                                                                                              StatementTail
                   MP_END ==                                                                                                                                           MP_END
                MP_SCOLON ==                                                                                                                                  MP_SCOLON
              MP_FUNCTION ->                                                                                                                               ProcedureAndFunctionDeclarationPart
              MP_FUNCTION ->                                                                                                                                  FunctionDeclaration
              MP_FUNCTION ->                                                                                                                                     FunctionHeading
              MP_FUNCTION ==                                                                                                                                        MP_FUNCTION
            MP_IDENTIFIER ->                                                                                                                                        FunctionIdentifier
            MP_IDENTIFIER ==                                                                                                                                           MP_IDENTIFIER
                 MP_COLON ->                                                                                                                                        OptionalFormalParameterList
                 MP_COLON ==                                                                                                                                        MP_COLON
               MP_INTEGER ->                                                                                                                                        Type
               MP_INTEGER ==                                                                                                                                           MP_INTEGER
                MP_SCOLON ==                                                                                                                                     MP_SCOLON
             MP_PROCEDURE ->                                                                                                                                     Block
             MP_PROCEDURE ->                                                                                                                                        VariableDeclarationPart
             MP_PROCEDURE ->                                                                                                                                        ProcedureAndFunctionDeclarationPart
             MP_PROCEDURE ->                                                                                                                                           ProcedureDeclaration
             MP_PROCEDURE ->                                                                                                                                              ProcedureHeading
             MP_PROCEDURE ==                                                                                                                                                 MP_PROCEDURE
            MP_IDENTIFIER ->                                                                                                                                                 ProcedureIdentifier
            MP_IDENTIFIER ==                                                                                                                                                    MP_IDENTIFIER
                MP_SCOLON ->                                                                                                                                                 OptionalFormalParameterList
                MP_SCOLON ==                                                                                                                                              MP_SCOLON
              MP_FUNCTION ->                                                                                                                                              Block
              MP_FUNCTION ->                                                                                                                                                 VariableDeclarationPart
              MP_FUNCTION ->                                                                                                                                                 ProcedureAndFunctionDeclarationPart
              MP_FUNCTION ->                                                                                                                                                    FunctionDeclaration
              MP_FUNCTION ->                                                                                                                                                       FunctionHeading
              MP_FUNCTION ==                                                                                                                                                          MP_FUNCTION
            MP_IDENTIFIER ->                                                                                                                                                          FunctionIdentifier
            MP_IDENTIFIER ==                                                                                                                                                             MP_IDENTIFIER
                 MP_COLON ->                                                                                                                                                          OptionalFormalParameterList
                 MP_COLON ==                                                                                                                                                          MP_COLON
               MP_INTEGER ->                                                                                                                                                          Type
               MP_INTEGER ==                                                                                                                                                             MP_INTEGER
                MP_SCOLON ==                                                                                                                                                       MP_SCOLON
                 MP_BEGIN ->                                                                                                                                                       Block
                 MP_BEGIN ->                                                                                                                                                          VariableDeclarationPart
                 MP_BEGIN ->                                                                                                                                                          ProcedureAndFunctionDeclarationPart
                 MP_BEGIN ->                                                                                                                                                          StatementPart
                 MP_BEGIN ->                                                                                                                                                             CompoundStatement
                 MP_BEGIN ==                                                                                                                                                                MP_BEGIN
                   MP_END ->                                                                                                                                                                StatementSequence
                   MP_END ->                                                                                                                                                                   Statement
                   MP_END ->                                                                                                                                                                      EmptyStatement
                   MP_END ->                                                                                                                                                                   StatementTail
                   MP_END ==                                                                                                                                                                MP_END
                MP_SCOLON ==                                                                                                                                                       MP_SCOLON
              MP_FUNCTION ->                                                                                                                                                    ProcedureAndFunctionDeclarationPart
              MP_FUNCTION ->                                                                                                                                                       FunctionDeclaration
              MP_FUNCTION ->                                                                                                                                                          FunctionHeading
              MP_FUNCTION ==                                                                                                                                                             MP_FUNCTION
            MP_IDENTIFIER ->                                                                                                                                                             FunctionIdentifier
            MP_IDENTIFIER ==                                                                                                                                                                MP_IDENTIFIER
                 MP_COLON ->                                                                                                                                                             OptionalFormalParameterList
                 MP_COLON ==                                                                                                                                                             MP_COLON
               MP_BOOLEAN ->                                                                                                                                                             Type
               MP_BOOLEAN ==                                                                                                                                                                MP_BOOLEAN
                MP_SCOLON ==                                                                                                                                                          MP_SCOLON
                   MP_VAR ->                                                                                                                                                          Block
                   MP_VAR ->                                                                                                                                                             VariableDeclarationPart
                   MP_VAR ==                                                                                                                                                                MP_VAR
            MP_IDENTIFIER ->                                                                                                                                                                VariableDelcaration
            MP_IDENTIFIER ->                                                                                                                                                                   IdentifierList
            MP_IDENTIFIER ==                                                                                                                                                                      MP_IDENTIFIER
                 MP_COLON ->                                                                                                                                                                      IdentifierTail
                 MP_COLON ==                                                                                                                                                                   MP_COLON
               MP_INTEGER ->                                                                                                                                                                   Type
               MP_INTEGER ==                                                                                                                                                                      MP_INTEGER
                MP_SCOLON ==                                                                                                                                                                MP_SCOLON
                 MP_BEGIN ->                                                                                                                                                                VariableDeclarationTail
                 MP_BEGIN ->                                                                                                                                                             ProcedureAndFunctionDeclarationPart
                 MP_BEGIN ->                                                                                                                                                             StatementPart
                 MP_BEGIN ->                                                                                                                                                                CompoundStatement
                 MP_BEGIN ==                                                                                                                                                                   MP_BEGIN
                   MP_END ->                                                                                                                                                                   StatementSequence
                   MP_END ->                                                                                                                                                                      Statement
                   MP_END ->                                                                                                                                                                         EmptyStatement
                   MP_END ->                                                                                                                                                                      StatementTail
